repository,repo_id,content_type,template_type,timestamp,file_path,section_name,header_pattern,is_meaningful_content,importance,importance_numeric,reason,manual_eval,TP,FP,FN,TN
Jigsaw-Code.outline-apps,13,issue,bug-report,2023-08-16 12:59:01,.github/ISSUE_TEMPLATE/bug_report.md,To reproduce,**To reproduce**,TRUE,high,1,"This section requests steps to reproduce the issue, which is essential for understanding and verifying the bug.",1,1,0,0,0
Jigsaw-Code.outline-apps,13,issue,bug-report,2023-08-16 12:59:01,.github/ISSUE_TEMPLATE/bug_report.md,Client system,**Client system:**,FALSE,low,0,"This section collects metadata about the user's environment, not about the bug's content.",0,0,0,0,1
Jigsaw-Code.outline-apps,13,issue,bug-report,2023-08-16 12:59:01,.github/ISSUE_TEMPLATE/bug_report.md,Submit feedback,**Submit feedback**,FALSE,low,0,"This is a procedural instruction, not a description of the bug or its context.",0,0,0,0,1
Jigsaw-Code.outline-apps,13,issue,bug-report,2024-03-12 11:01:19,.github/ISSUE_TEMPLATE/bug_report.yml,Application,## Application,FALSE,low,0,"This section collects metadata about which application is affected, not about the bug itself.",0,0,0,0,1
Jigsaw-Code.outline-apps,13,issue,bug-report,2024-03-12 11:01:19,.github/ISSUE_TEMPLATE/bug_report.yml,Steps to reproduce,## Steps to reproduce,TRUE,high,1,"This section details how to trigger the bug, which is essential for reproducing and fixing it.",1,1,0,0,0
Jigsaw-Code.outline-apps,13,issue,bug-report,2024-03-12 11:01:19,.github/ISSUE_TEMPLATE/bug_report.yml,What did you expect to happen?,## What did you expect to happen?,TRUE,high,1,"This section provides the expected behavior, which is crucial for understanding the deviation caused by the bug.",1,1,0,0,0
Jigsaw-Code.outline-apps,13,issue,bug-report,2024-03-12 11:01:19,.github/ISSUE_TEMPLATE/bug_report.yml,What actually happened?,## What actually happened?,TRUE,high,1,"This section describes the actual outcome, which is necessary for diagnosing the bug.",1,1,0,0,0
Jigsaw-Code.outline-apps,13,issue,bug-report,2024-03-12 11:01:19,.github/ISSUE_TEMPLATE/bug_report.yml,Outline Version,## Outline Version,FALSE,low,0,"This section collects version metadata, not substantive information about the bug.",0,0,0,0,1
Jigsaw-Code.outline-apps,13,issue,bug-report,2024-03-12 11:01:19,.github/ISSUE_TEMPLATE/bug_report.yml,What operation system are you using?,## What operation system are you using?,FALSE,low,0,"This section collects metadata about the operating system, not about the bug's content.",0,0,0,0,1
Jigsaw-Code.outline-apps,13,issue,bug-report,2024-03-12 11:01:19,.github/ISSUE_TEMPLATE/bug_report.yml,Operating System Version,## Operating System Version,FALSE,low,0,"This section collects metadata about the OS version, not about the bug's substance.",0,0,0,0,1
Jigsaw-Code.outline-apps,13,issue,bug-report,2024-03-12 11:01:19,.github/ISSUE_TEMPLATE/bug_report.yml,Screenshots and Videos,## Screenshots and Videos,FALSE,low,0,This section is for optional attachments and does not describe the bug itself.,0,0,0,0,1
Jigsaw-Code.outline-apps,13,issue,build-issue,2019-01-14 17:14:41,.github/ISSUE_TEMPLATE/build-issue.md,Describe the issue,**Describe the issue**,TRUE,high,1,"This section asks for a description of the actual problem, which is the core content of the issue.",1,1,0,0,0
Jigsaw-Code.outline-apps,13,issue,feature-request,2019-01-14 17:14:41,.github/ISSUE_TEMPLATE/feature_request.md,Is your feature request related to a problem? Please describe,**Is your feature request related to a problem? Please describe.**,TRUE,high,1,"This section asks for a description of the underlying problem, which is core to understanding the feature request.",1,1,0,0,0
Jigsaw-Code.outline-apps,13,issue,feature-request,2019-01-14 17:14:41,.github/ISSUE_TEMPLATE/feature_request.md,Describe the solution you'd like,**Describe the solution you'd like**,TRUE,high,1,"This section requests a description of the desired solution, which is central to the proposed change.",1,1,0,0,0
Jigsaw-Code.outline-apps,13,issue,feature-request,2019-01-14 17:14:41,.github/ISSUE_TEMPLATE/feature_request.md,Describe alternatives you've considered,**Describe alternatives you've considered**,TRUE,medium,1,"This section provides context about other possible solutions, supporting understanding but not the core change.",1,1,0,0,0
Jigsaw-Code.outline-apps,13,issue,feature-request,2020-11-16 12:08:04,.github/ISSUE_TEMPLATE/feature_request.md,What would you like the app to enable you to do?,**What would you like the app to enable you to do?**,TRUE,high,1,"This section asks for a description of the desired feature, which is the core of the request.",1,1,0,0,0
Jigsaw-Code.outline-apps,13,issue,feature-request,2024-03-12 11:01:19,.github/ISSUE_TEMPLATE/feature_request.yml,Is there an existing issue that is already proposing this?,## Is there an existing issue that is already proposing this?,FALSE,low,0,"This section is a procedural checklist to avoid duplicates, not about the substantive content of the feature request.",1,0,0,1,0
Jigsaw-Code.outline-apps,13,issue,feature-request,2024-03-12 11:01:19,.github/ISSUE_TEMPLATE/feature_request.yml,What are you trying to do? What is your use case?,## What are you trying to do? What is your use case?,TRUE,high,1,"This section asks for the motivation and use case, which are core to understanding the purpose of the feature request.",1,1,0,0,0
Jigsaw-Code.outline-apps,13,issue,feature-request,2024-03-12 11:01:19,.github/ISSUE_TEMPLATE/feature_request.yml,Is your feature request related to a problem? Please describe it,## Is your feature request related to a problem? Please describe it.,TRUE,high,1,"This section requests a description of the problem, which is essential for understanding the need for the feature.",1,1,0,0,0
Jigsaw-Code.outline-apps,13,issue,issue-template,2018-03-14 18:18:38,third_party/mbedtls/.github/issue_template.md,Description,### Description,FALSE,low,0,"This section is for metadata (type, priority) and does not describe actual changes or content.",1,0,0,1,0
Jigsaw-Code.outline-apps,13,issue,issue-template,2018-03-14 18:18:38,third_party/mbedtls/.github/issue_template.md,Bug,## Bug,TRUE,high,1,"This section contains fields for describing the bug, expected/actual behavior, and reproduction steps, which are core to understanding the issue.",1,1,0,0,0
Jigsaw-Code.outline-apps,13,issue,issue-template,2018-03-14 18:18:38,third_party/mbedtls/.github/issue_template.md,Enhancement\Feature Request,## Enhancement\Feature Request,TRUE,high,1,"This section asks for justification and a description of the suggested enhancement, which are central to the proposed change.",1,1,0,0,0
Jigsaw-Code.outline-apps,13,issue,issue-template,2018-03-14 18:18:38,third_party/mbedtls/.github/issue_template.md,Question,## Question,FALSE,low,0,This section only provides instructions for seeking help elsewhere and does not contain substantive content about changes or issues.,0,0,0,0,1
Jigsaw-Code.outline-apps,13,issue,issue-template,2018-07-12 13:18:34,third_party/shadowsocks-libev/.github/issue_template.md,What version of shadowsocks-libev are you using?,### What version of shadowsocks-libev are you using?,FALSE,low,0,"This section collects metadata about the software version, not about the substantive issue.",0,0,0,0,1
Jigsaw-Code.outline-apps,13,issue,issue-template,2018-07-12 13:18:34,third_party/shadowsocks-libev/.github/issue_template.md,What operating system are you using?,### What operating system are you using?,FALSE,low,0,"This section collects metadata about the environment, not about the actual issue or change.",0,0,0,0,1
Jigsaw-Code.outline-apps,13,issue,issue-template,2018-07-12 13:18:34,third_party/shadowsocks-libev/.github/issue_template.md,What did you do?,### What did you do?,TRUE,high,1,"This section asks for a description of the actions taken, which is core to understanding the issue.",1,1,0,0,0
Jigsaw-Code.outline-apps,13,issue,issue-template,2018-07-12 13:18:34,third_party/shadowsocks-libev/.github/issue_template.md,What did you expect to see?,### What did you expect to see?,TRUE,high,1,"This section requests the expected outcome, which is essential for understanding the problem.",1,1,0,0,0
Jigsaw-Code.outline-apps,13,issue,issue-template,2018-07-12 13:18:34,third_party/shadowsocks-libev/.github/issue_template.md,What did you see instead?,### What did you see instead?,TRUE,high,1,"This section asks for the actual result, which is crucial for diagnosing the issue.",1,1,0,0,0
Jigsaw-Code.outline-apps,13,issue,issue-template,2018-07-12 13:18:34,third_party/shadowsocks-libev/.github/issue_template.md,What is your config in detail?,### What is your config in detail?,FALSE,low,0,"This section collects configuration metadata, not a description of the issue or change.",0,0,0,0,1
Jigsaw-Code.outline-apps,13,issue,question,2019-01-14 17:14:41,.github/ISSUE_TEMPLATE/question.md,Frontmatter,---,FALSE,low,0,"This section contains metadata for the template, not substantive content.",0,0,0,0,1
Jigsaw-Code.outline-apps,13,issue,question,2019-01-14 17:14:41,.github/ISSUE_TEMPLATE/question.md,Instructions,,FALSE,low,0,"This is a procedural note redirecting users, not describing any changes or content.",0,0,0,0,1
Jigsaw-Code.outline-apps,13,issue,question,2019-01-15 12:24:37,.github/ISSUE_TEMPLATE/question.md,Body,,FALSE,low,0,The body only repeats that questions should be sent elsewhere; it does not describe any changes or substantive content.,1,0,0,1,0
Jigsaw-Code.outline-apps,13,issue,question,2023-09-21 10:55:06,.github/ISSUE_TEMPLATE/question.md,The issue tracker is not for questions,,FALSE,low,0,"This is an informational notice redirecting users, not describing any substantive content or changes.",0,0,0,0,1
Jigsaw-Code.outline-apps,13,issue,support-request,2023-08-16 15:17:18,.github/ISSUE_TEMPLATE/support_request.md,Support Guidance,,FALSE,low,0,"This section provides instructions and links for support, not a description of changes or substantive content.",0,0,0,0,1
Jigsaw-Code.outline-apps,13,pr,,2018-03-14 18:18:38,third_party/mbedtls/.github/pull_request_template.md,Status,## Status,FALSE,low,0,This section is for indicating the development state and does not describe substantive changes.,0,0,0,0,1
Jigsaw-Code.outline-apps,13,pr,,2018-03-14 18:18:38,third_party/mbedtls/.github/pull_request_template.md,Requires Backporting,## Requires Backporting,FALSE,low,0,"This section is procedural, asking if the change needs to be backported, not what the change is.",0,0,0,0,1
Jigsaw-Code.outline-apps,13,pr,,2018-03-14 18:18:38,third_party/mbedtls/.github/pull_request_template.md,Migrations,## Migrations,TRUE,medium,1,"This section explains API changes and their rationale, providing context for substantive changes.",0,0,1,0,0
Jigsaw-Code.outline-apps,13,pr,,2018-03-14 18:18:38,third_party/mbedtls/.github/pull_request_template.md,Additional comments,## Additional comments,TRUE,medium,1,This section can contain extra context or explanations relevant to the change.,1,1,0,0,0
Jigsaw-Code.outline-apps,13,pr,,2018-03-14 18:18:38,third_party/mbedtls/.github/pull_request_template.md,Todos,## Todos,FALSE,low,0,"This is a checklist for procedural tasks, not substantive content.",0,0,0,0,1
Jigsaw-Code.outline-apps,13,pr,,2018-03-14 18:18:38,third_party/mbedtls/.github/pull_request_template.md,Steps to test or reproduce,## Steps to test or reproduce,TRUE,medium,1,"This section provides instructions for verifying the change, which is supportive but not the core description.",1,1,0,0,0
jitsi.jitsi-meet,14,issue,bug-report,2018-06-15 15:18:25,.github/ISSUE_TEMPLATE/bug-report.md,Current behavior,## Current behavior,TRUE,high,1,"This section asks for a description of what is currently happening, which is core to understanding the bug.",1,1,0,0,0
jitsi.jitsi-meet,14,issue,bug-report,2018-06-15 15:18:25,.github/ISSUE_TEMPLATE/bug-report.md,Expected Behavior,## Expected Behavior,TRUE,high,1,"This section requests a description of what should happen, which is essential for defining the bug.",1,1,0,0,0
jitsi.jitsi-meet,14,issue,bug-report,2018-06-15 15:18:25,.github/ISSUE_TEMPLATE/bug-report.md,Possible Solution,## Possible Solution,TRUE,medium,1,"This section is for suggesting how the bug might be fixed, providing helpful context but not always filled in.",1,1,0,0,0
jitsi.jitsi-meet,14,issue,bug-report,2018-06-15 15:18:25,.github/ISSUE_TEMPLATE/bug-report.md,Environment details,# Environment details,TRUE,medium,1,"This section provides context about the system where the bug occurs, which helps in diagnosing the issue.",0,0,1,0,0
jitsi.jitsi-meet,14,issue,bug-report,2019-01-18 10:17:39,.github/ISSUE_TEMPLATE/1-bug-report.md,Environment details,# Environment details,FALSE,low,0,"This section is for metadata about the environment, not about the substantive content of the bug.",0,0,0,0,1
jitsi.jitsi-meet,14,issue,bug-report,2020-05-25 14:45:21,.github/ISSUE_TEMPLATE/1-bug-report.md,Actual behavior,### Actual behavior:,TRUE,high,1,"This section explains what actually happens, which is critical for identifying and diagnosing the bug.",1,1,0,0,0
jitsi.jitsi-meet,14,issue,bug-report,2020-05-25 14:45:21,.github/ISSUE_TEMPLATE/1-bug-report.md,Server information,### Server information:,FALSE,low,0,"This section collects metadata about the server environment, not about the bug's substantive content.",0,0,0,0,1
jitsi.jitsi-meet,14,issue,bug-report,2020-05-25 14:45:21,.github/ISSUE_TEMPLATE/1-bug-report.md,Client information,### Client information:,FALSE,low,0,"This section gathers metadata about the client environment, not the actual bug or its description.",0,0,0,0,1
jitsi.jitsi-meet,14,issue,bug,2024-05-17 10:24:14,.github/ISSUE_TEMPLATE/1-bug.yml,What happened?,## What happened?,TRUE,high,1,"This section asks for a detailed description of the problem, which is the core of the bug report.",1,1,0,0,0
jitsi.jitsi-meet,14,issue,bug,2024-05-17 10:24:14,.github/ISSUE_TEMPLATE/1-bug.yml,Browser / app / sdk version,## Browser / app / sdk version,FALSE,low,0,"This section requests version information, which is metadata rather than a description of the issue.",0,0,0,0,1
jitsi.jitsi-meet,14,issue,bug,2024-05-17 10:24:14,.github/ISSUE_TEMPLATE/1-bug.yml,Reproducibility,## Reproducibility,FALSE,low,0,"This section is about whether the bug can be reproduced, which is procedural information.",1,0,0,1,0
jitsi.jitsi-meet,14,issue,bug,2024-05-17 10:24:14,.github/ISSUE_TEMPLATE/1-bug.yml,More details?,## More details?,TRUE,medium,1,This section allows for additional context or information that may help understand or resolve the bug.,1,1,0,0,0
jitsi.jitsi-meet,14,issue,feature-request,2019-01-18 10:17:39,.github/ISSUE_TEMPLATE/3-feature-request.md,Is your feature request related to a problem you are facing?,**Is your feature request related to a problem you are facing?**,TRUE,high,1,"This section asks for a description of the problem, which is core to understanding the motivation for the feature request.",1,1,0,0,0
jitsi.jitsi-meet,14,issue,feature,2024-05-17 10:24:14,.github/ISSUE_TEMPLATE/2-feature.yml,What problem are you trying to solve?,## What problem are you trying to solve?,TRUE,high,1,"This section asks for a description of the problem, which is core to understanding the feature request.",1,1,0,0,0
jitsi.jitsi-meet,14,issue,feature,2024-05-17 10:24:14,.github/ISSUE_TEMPLATE/2-feature.yml,What solution would you like to see?,## What solution would you like to see?,TRUE,high,1,"This section requests a description of the desired feature or behavior, which is central to the request.",1,1,0,0,0
jitsi.jitsi-meet,14,issue,feature,2024-05-17 10:24:14,.github/ISSUE_TEMPLATE/2-feature.yml,Is there an alternative?,## Is there an alternative?,TRUE,medium,1,"This section provides context about considered alternatives, which supports understanding but is not the core change.",1,1,0,0,0
johannesjo.super-productivity,15,issue,bug-report,2020-10-04 16:53:06,.github/ISSUE_TEMPLATE/bug_report.md,Your Environment,### Your Environment,FALSE,low,0,"This section collects metadata about the user's setup, not about the bug's substance.",0,0,0,0,1
johannesjo.super-productivity,15,issue,bug-report,2020-10-04 16:53:06,.github/ISSUE_TEMPLATE/bug_report.md,Current Behavior,### Current Behavior,TRUE,high,1,"Describes what actually happens, which is core to understanding the bug.",1,1,0,0,0
johannesjo.super-productivity,15,issue,bug-report,2020-10-04 16:53:06,.github/ISSUE_TEMPLATE/bug_report.md,Steps to Reproduce,### Steps to Reproduce,TRUE,high,1,"Lists the steps to trigger the bug, which is crucial for reproducing and fixing it.",1,1,0,0,0
johannesjo.super-productivity,15,issue,bug-report,2020-10-04 16:53:06,.github/ISSUE_TEMPLATE/bug_report.md,Console Output,### Console Output,FALSE,low,0,"Primarily for attaching logs or output, not a description of the bug itself.",0,0,0,0,1
johannesjo.super-productivity,15,issue,bug-report,2020-10-04 16:53:06,.github/ISSUE_TEMPLATE/bug_report.md,Error Log,### Error Log,FALSE,low,0,"Intended for attaching error logs, which are supporting data rather than substantive descriptions.",0,0,0,0,1
johannesjo.super-productivity,15,issue,bug-report,2020-10-04 16:58:32,.github/ISSUE_TEMPLATE/BUG_REPORT.md,Console Output,### Console Output,TRUE,medium,1,"Provides technical output that can help diagnose the bug, but is secondary to the main description.",0,0,1,0,0
johannesjo.super-productivity,15,issue,bug-report,2020-10-04 16:58:32,.github/ISSUE_TEMPLATE/BUG_REPORT.md,Error Log,### Error Log,TRUE,medium,1,"Contains error logs that can help with debugging, but is supportive rather than core.",0,0,1,0,0
johannesjo.super-productivity,15,issue,bug-report,2022-07-13 12:40:36,.github/ISSUE_TEMPLATE/BUG_REPORT.md,Can you reproduce this reliably?,### Can you reproduce this reliably?,FALSE,low,0,"Asks for a yes/no answer about reproducibility, not substantive bug details.",0,0,0,0,1
johannesjo.super-productivity,15,issue,bug-report,2025-04-16 17:25:22,.github/ISSUE_TEMPLATE/bug_report.yml,Version Used,## Version Used,FALSE,low,0,"This section collects metadata about the environment, not about the bug's substance.",0,0,0,0,1
johannesjo.super-productivity,15,issue,bug-report,2025-04-16 17:44:35,.github/ISSUE_TEMPLATE/bug_report.yml,Version Used,## Version Used,TRUE,medium,1,"This section provides specific information about the environment where the bug occurs, which is important for reproducing and diagnosing the issue.",0,0,1,0,0
johannesjo.super-productivity,15,issue,feature-request,2020-10-04 16:53:06,.github/ISSUE_TEMPLATE/feature_request.md,Problem Statement,## Problem Statement,TRUE,high,1,"This section asks for a description of the problem, which is core to understanding the feature request.",1,1,0,0,0
johannesjo.super-productivity,15,issue,feature-request,2020-10-04 16:53:06,.github/ISSUE_TEMPLATE/feature_request.md,:grey_question: Possible Solution,## :grey_question: Possible Solution,TRUE,high,1,"This section requests a description of the desired solution, which is essential for defining the feature.",1,1,0,0,0
johannesjo.super-productivity,15,issue,feature-request,2020-10-04 16:53:06,.github/ISSUE_TEMPLATE/feature_request.md,:arrow_heading_up: Describe alternatives you've considered,## :arrow_heading_up: Describe alternatives you've considered,TRUE,medium,1,"This section provides context about other options considered, supporting the rationale for the feature.",1,1,0,0,0
johannesjo.super-productivity,15,issue,feature-request,2020-10-04 16:53:06,.github/ISSUE_TEMPLATE/feature_request.md,:heavy_plus_sign: Additional context,## :heavy_plus_sign: Additional context,TRUE,medium,1,"This section allows for extra information that may help understand the request, such as related issues.",1,1,0,0,0
johannesjo.super-productivity,15,issue,in-app-bug-report,2025-04-25 12:06:19,.github/ISSUE_TEMPLATE/in_app_bug_report.md,YAML Frontmatter,---,FALSE,low,0,This section contains only metadata fields and no substantive description of changes or content.,0,0,0,0,1
laurent22.joplin,16,issue,bug-report,2019-07-19 15:01:32,.github/ISSUE_TEMPLATE/bug_report.md,Steps To Reproduce,## Steps To Reproduce,TRUE,high,1,"This section describes the specific actions that lead to the bug, which is core to understanding the issue.",1,1,0,0,0
laurent22.joplin,16,issue,bug-report,2019-07-19 15:01:32,.github/ISSUE_TEMPLATE/bug_report.md,Logfile,## Logfile,FALSE,low,0,"This section requests a debug log, which is supporting data, not a description of the bug or its effects.",0,0,0,0,1
laurent22.joplin,16,issue,bug-report,2020-02-25 3:43:08,.github/ISSUE_TEMPLATE/bug_report.md,Describe what you expected to happen,## Describe what you expected to happen,TRUE,high,1,"This section explains the intended or correct behavior, providing context for why the bug is a problem.",1,1,0,0,0
laurent22.joplin,16,issue,bug-report,2023-11-10 13:42:06,.github/ISSUE_TEMPLATE/bug_report.md,,## Important,FALSE,low,0,"This section contains procedural instructions and warnings, not substantive information about the bug.",0,0,0,0,1
laurent22.joplin,16,issue,bug-report,2023-11-11 19:18:59,.github/ISSUE_TEMPLATE/BUG_REPORT.yml,Operating system,## Operating system,FALSE,low,0,"This section collects metadata about the user's environment, not about the bug's substance.",0,0,0,0,1
laurent22.joplin,16,issue,bug-report,2023-11-11 19:18:59,.github/ISSUE_TEMPLATE/BUG_REPORT.yml,Desktop: About dialog content,## Desktop: About dialog content,FALSE,low,0,"This section requests diagnostic metadata, not a description of the bug itself.",0,0,0,0,1
laurent22.joplin,16,issue,bug-report,2023-11-11 19:18:59,.github/ISSUE_TEMPLATE/BUG_REPORT.yml,Current behaviour,## Current behaviour,TRUE,high,1,"This section asks for a description of what actually happened, which is core to understanding the bug.",1,1,0,0,0
laurent22.joplin,16,issue,bug-report,2023-11-11 19:18:59,.github/ISSUE_TEMPLATE/BUG_REPORT.yml,Expected behaviour,## Expected behaviour,TRUE,high,1,"This section asks for what should have happened, which is essential for understanding the issue.",1,1,0,0,0
laurent22.joplin,16,issue,bug-report,2023-11-13 11:58:52,.github/ISSUE_TEMPLATE/BUG_REPORT.yml,Joplin version,## Joplin version,FALSE,low,0,"This section is for version metadata, not for describing the bug or its effects.",0,0,0,0,1
laurent22.joplin,16,issue,bug-report,2023-11-13 13:56:45,.github/ISSUE_TEMPLATE/BUG_REPORT.yml,Desktop version info,## Desktop version info,FALSE,low,0,"This section asks for additional metadata about the desktop app version, not the bug's content.",0,0,0,0,1
laurent22.joplin,16,issue,feature-request,2019-07-19 15:01:32,.github/ISSUE_TEMPLATE/feature_request.md,Has it been discussed in the forum? Link to topic,## Has it been discussed in the forum? Link to topic.,FALSE,low,0,"This section is procedural, asking for a forum link to prior discussion, not about the feature's content.",0,0,0,0,1
laurent22.joplin,16,issue,question,2019-07-19 15:01:32,.github/ISSUE_TEMPLATE/question.md,Questions and Help,## Questions and Help,FALSE,low,0,"This section only instructs users to read documentation and FAQ, not to describe any substantive change or content.",0,0,0,0,1
laurent22.joplin,16,issue,question,2019-07-19 15:01:32,.github/ISSUE_TEMPLATE/question.md,Links,## Links,FALSE,low,0,This section provides a list of resource links and does not contain any description of changes or substantive content.,0,0,0,0,1
laurent22.joplin,16,issue,question,2020-05-07 23:57:30,.github/ISSUE_TEMPLATE/question.md,Front Matter,---,FALSE,low,0,"This section contains metadata for the template, not substantive content.",0,0,0,0,1
LemmyNet.jerboa,17,issue,bug-report,2023-06-07 16:34:56,.github/ISSUE_TEMPLATE/bug_report.md,Jerboa Version,** Jerboa Version **,FALSE,low,0,"This section collects metadata about the version, not about the bug's substance.",0,0,0,0,1
LemmyNet.jerboa,17,issue,bug-report,2023-06-19 9:16:41,.github/ISSUE_TEMPLATE/bug_report.md,In the case of a crash,**In the case of a crash**,TRUE,medium,1,"This section asks for logs if a crash occurs, which provides supporting evidence and context for the bug.",0,0,1,0,0
LemmyNet.jerboa,17,issue,bug-report,2023-06-24 9:06:08,.github/ISSUE_TEMPLATE/bug_report.md,Android version + phone,**Android version + phone**,FALSE,low,0,"This section collects device and OS metadata, not substantive bug details.",0,0,0,0,1
LemmyNet.jerboa,17,issue,bug-report,2023-07-17 16:48:26,.github/ISSUE_TEMPLATE/bug_report.yaml,Android Version + Phone,## Android Version + Phone,FALSE,low,0,"This section collects metadata about the device and OS, not about the bug itself.",0,0,0,0,1
LemmyNet.jerboa,17,issue,bug-report,2023-07-17 16:48:26,.github/ISSUE_TEMPLATE/bug_report.yaml,Describe The Bug,## Describe The Bug,TRUE,high,1,"This section requires a clear description of the bug, which is the core meaningful content of the report.",1,1,0,0,0
LemmyNet.jerboa,17,issue,bug-report,2023-07-19 17:03:04,.github/ISSUE_TEMPLATE/bug_report.yaml,In the case of a crash or when relevant include the logs,## In the case of a crash or when relevant include the logs,TRUE,medium,1,"This section requests logs, which provide supporting evidence and context for the bug.",0,0,1,0,0
LemmyNet.jerboa,17,issue,feature-request,2023-06-07 16:34:56,.github/ISSUE_TEMPLATE/feature_request.md,Feature Request Description,** Describe the feature request below **,TRUE,high,1,"This section is where the user describes the actual feature being requested, which is the core content.",1,1,0,0,0
LemmyNet.jerboa,17,issue,feature-request,2023-07-17 16:48:26,.github/ISSUE_TEMPLATE/feature_request.yaml,Pre-Flight checklist,## Pre-Flight checklist,FALSE,low,0,"This section is a procedural checklist to ensure the request meets submission guidelines, not about the feature itself.",0,0,0,0,1
LemmyNet.jerboa,17,issue,feature-request,2023-07-17 16:48:26,.github/ISSUE_TEMPLATE/feature_request.yaml,Describe The Feature Request Below,## Describe The Feature Request Below,TRUE,high,1,"This section is where the actual feature request is described, providing the substantive content of the submission.",1,1,0,0,0
luanti-org.luanti,18,issue,bug-report,2019-06-13 15:09:15,.github/ISSUE_TEMPLATE/bug_report.md,Minetest version,##### Minetest version,FALSE,low,0,"This section collects version metadata, not a description of the bug or change.",0,0,0,0,1
luanti-org.luanti,18,issue,bug-report,2019-06-13 15:09:15,.github/ISSUE_TEMPLATE/bug_report.md,OS / Hardware,##### OS / Hardware,FALSE,low,0,"This section gathers system information, which is metadata and not substantive content.",0,0,0,0,1
luanti-org.luanti,18,issue,bug-report,2019-06-13 15:09:15,.github/ISSUE_TEMPLATE/bug_report.md,Summary,##### Summary,TRUE,high,1,"This section is for describing the actual problem, which is the core meaningful content.",1,1,0,0,0
luanti-org.luanti,18,issue,bug-report,2023-08-25 23:00:05,.github/ISSUE_TEMPLATE/bug_report.yaml,Active renderer,## Active renderer,FALSE,low,0,"This section requests technical details for troubleshooting, not a description of the bug itself.",0,0,0,0,1
luanti-org.luanti,18,issue,bug-report,2023-08-25 23:00:05,.github/ISSUE_TEMPLATE/bug_report.yaml,Irrlicht device,## Irrlicht device,FALSE,low,0,"This is another metadata field for system configuration, not substantive bug content.",0,0,0,0,1
luanti-org.luanti,18,issue,bug-report,2023-08-25 23:00:05,.github/ISSUE_TEMPLATE/bug_report.yaml,Operating system and version,## Operating system and version,FALSE,low,0,"This section is for environment metadata, not the actual bug description.",0,0,0,0,1
luanti-org.luanti,18,issue,bug-report,2023-08-25 23:00:05,.github/ISSUE_TEMPLATE/bug_report.yaml,CPU model,## CPU model,FALSE,low,0,"This section collects hardware metadata, not meaningful content about the bug.",0,0,0,0,1
luanti-org.luanti,18,issue,bug-report,2023-08-25 23:00:05,.github/ISSUE_TEMPLATE/bug_report.yaml,GPU model,## GPU model,FALSE,low,0,"This is a hardware metadata section, not about the bug's substance.",0,0,0,0,1
luanti-org.luanti,18,issue,bug-report,2023-08-25 23:00:05,.github/ISSUE_TEMPLATE/bug_report.yaml,OpenGL version,## OpenGL version,FALSE,low,0,"This section is for technical metadata, not a description of the bug.",0,0,0,0,1
luanti-org.luanti,18,issue,bug-report,2024-11-01 2:22:29,.github/ISSUE_TEMPLATE/bug_report.yaml,Luanti version,## Luanti version,FALSE,low,0,"This section collects metadata about the software version, not about the bug's substance.",0,0,0,0,1
luanti-org.luanti,18,issue,feature-request,2019-06-13 15:09:15,.github/ISSUE_TEMPLATE/feature_request.md,Problem,## Problem,TRUE,high,1,"This section asks for a description of the problem and why the feature is needed, which is core to understanding the request.",1,1,0,0,0
luanti-org.luanti,18,issue,feature-request,2019-06-13 15:09:15,.github/ISSUE_TEMPLATE/feature_request.md,Solutions,## Solutions,TRUE,high,1,"This section requests a description of the desired solution, directly addressing what the feature should do.",1,1,0,0,0
luanti-org.luanti,18,issue,feature-request,2019-06-13 15:09:15,.github/ISSUE_TEMPLATE/feature_request.md,Alternatives,## Alternatives,TRUE,medium,1,"This section asks for alternative solutions considered, providing context but not the main content.",1,1,0,0,0
luanti-org.luanti,18,issue,issue-template,2018-01-20 23:31:15,.github/ISSUE_TEMPLATE.md,Issue type,##### Issue type,FALSE,low,0,"This section is a metadata selector for categorizing the issue, not describing its content.",1,0,0,1,0
luanti-org.luanti,18,pr,,2019-06-13 15:09:15,.github/PULL_REQUEST_TEMPLATE.md,To do,## To do,FALSE,low,0,This section is a checklist for tracking progress and does not describe substantive changes.,0,0,0,0,1
luanti-org.luanti,18,pr,,2019-06-13 15:09:15,.github/PULL_REQUEST_TEMPLATE.md,How to test,## How to test,FALSE,low,0,"This section provides procedural instructions for testing, not a description of the actual changes or their purpose.",0,0,0,0,1
mullvad.mullvadvpn-app,19,issue,bug-android,2023-12-07 14:42:21,.github/ISSUE_TEMPLATE/2-bug-android.yml,Is it a bug?,## Is it a bug?,FALSE,low,0,"This section is a procedural check to ensure the report is appropriate, not about the bug's content.",1,0,0,1,0
mullvad.mullvadvpn-app,19,issue,bug-android,2023-12-07 14:42:21,.github/ISSUE_TEMPLATE/2-bug-android.yml,I have checked if others have reported this already,## I have checked if others have reported this already,FALSE,low,0,"This is a checklist to avoid duplicate reports, not about the specific bug.",0,0,0,0,1
mullvad.mullvadvpn-app,19,issue,bug-android,2023-12-07 14:42:21,.github/ISSUE_TEMPLATE/2-bug-android.yml,Failure Logs,## Failure Logs,TRUE,medium,1,"Logs can provide technical evidence of the bug, supporting the main report.",0,0,1,0,0
